1.1,4.3,3.909090909,30.1,,,
1.458139501,5.7,3.909091,119.7,stock value,,
,,,10.5,,,
,,,22.4,,,
,,,9,,,
,,,1,,,
,,,42.9,bonuses,0.35839599,bonuses 35% of stocks.
